Wikipedia movie ID,Movie name,Movie release year,Movie box office revenue,Movie countries,Movie genres,Summary,Sentiment,vote_average,Corrected_Theme
4095638,Things You Can Tell Just by Looking at Her,2000,2620908.802428663,['United States of America'],"['LGBT', 'Ensemble Film', 'Indie', 'Comedy-drama', 'Drama', 'Romantic drama', 'Romance Film']","Things You Can Tell Just by Looking at Her consists of five stories or vignettes, tied together loosely to envision the complexity of incomplete communications about life, family, and love. We glimpse the lives of five women, each facing problems such as loneliness, dissatisfaction, longing, and or desire. Rodrigo Garcia, in his first-time directing, assembled this film with a loaded cast of actresses who can tell you everything you need to know just by their body language and facial expressions. Their individual stories show us what “things you can tell just by looking at her”. In the film's prologue, Kathy  --a police detective--and her partner are investigating the apparent suicide of an unknown woman. Dr. Keener , a middle-aged doctor, attempts to care for her aging mother while coping with her own loneliness. She avoids intimacy, but also longs for it; we see both frustration and anticipation as she waits for phone calls from male colleagues. Dr. Keener decides to seek comfort or escape in Christine  who reads tarot cards. Christine’s partner Lilly  is critically ill with an unnamed disease, possibly cancer. Rebecca  is a successful bank manager who's ""not big on regrets"". After a three-year involvement with Robert --who keeps her secret from his wife--she becomes pregnant. Before Rebecca visits Dr. Keener to get an abortion, she has a fling with Walter, , a co-worker. Rose  is a single mother who is writing children’s books, and develops a sweet crush on a new dwarf neighbor , who catches Rose spying on him. Rose later experiences the shock of learning about her son's extensive sexual activity. Kathy's sister Carol Faber  is a lovely blind woman who has an active social life. Kathy is attracted to the medical examiner in the suicide case, and her story ends with him taking her out on a date. In an epilogue, Dr. Keener drops in to a bar, where she meets the male character, Walter, from previous stories . Carmen has a non-speaking role, a woman who appears in four scenes in four different stories, once walking beside Rebecca , and once in the grocery store while Rose  is shopping, and once under Christine's balcony , and the fourth a postmortem examination by detective Kathy  alongside Kathy's BF, Dr Sam . Presumably, Carmen is also Robert's  wife who was visited by him in San Francisco, as understood from Carol's  imaginative story towards the end of the film. Carol has a good detective and storytelling imagination that could qualify her to be a good writer, according to her sister, Kathy. Another conclusion involves that Robert  has taken a detective job from Carol , according to one of Carol's lines. This is a very loose conclusion based on the film's whole plot and hyperlink cinema.",positive,5.9,interconnection
24663528,Hate Crime,2006,63510.01352626263,[''],"['Thriller', 'LGBT', 'Psychological thriller', 'Mystery', 'Drama', 'Gay Themed', 'Crime Fiction', 'Crime Thriller']","Robbie Levinson  and Trey McCoy  are an openly gay couple living in a suburban home near friend and next-door neighbor Kathleen Slansky . The couple plans to hold a commitment ceremony to exchange rings. Trey's mother, Barbara , suggests to Trey, who suggests to Robbie, that the couple consider raising a child. When Chris Boyd  arrives next-door with a moving truck with friend Alton Kachim , they disgustedly watch Trey kiss a nervous Robbie. Alton annoys Chris with his homophobic jokes, and suggests they ""do something about it."" Chris makes unprovoked, threatening remarks toward Robbie, telling Robbie he will ""go to hell"" and warns him to “watch his back."" Chris is a youth pastor and the son of Pastor Boyd  who vehemently condemns homosexuality. Chris delivers Robbie his church's pamphlet after Kathleen refuses it and threatens retaliation should Chris get involved. Robbie subsequently learns of the church and Pastor Boyd, who is angered to learn Chris has long been estranged from his presumed daughter-in-law. While walking his Boston Terrier, Trey is brutally attacked with a baseball bat and is taken to a hospital, where he falls into a coma. Under criminal investigation, the Boyd family conspires to agree on Chris' alibi. Robbie commits to a child, but Trey soon suffers severe brain hemorrhage and dies, having never awakened since the attack. Robbie dons himself and Trey with their commitment rings at Trey's viewing. The investigation is transferred to homicide Detective Esposito , who asks Robbie if he killed Trey, pointing out his insurance policy and the fact that Robbie’s were the only set of fingerprints on the bat. Robbie is arrested and given a restraining order for assaulting Chris after a failed attempt to get a surreptitiously tape-recorded confession from Chris. Esposito moves to make a case against him. Robbie enters Chris' home and finds gay porn in his internet bookmarks. Pastor Boyd confronts Chris with a private investigator’s photographs of Chris meeting for anonymous gay sex on multiple occasions, and it is revealed that Chris was meeting one of his lovers on the night of the murder. Detective Fisher  contacts Alton, who surmises that Chris killed Trey, because he phoned his parents' home and he was not there. Pastor Boyd confronts his son and confesses to murdering Trey. Robbie tape-records Pastor Boyd confessing to the murder and turns the tape over to Esposito. Esposito refuses to move against the pastor and confiscates the tape, but Barbara recovers it. Chris contemplates suicide, yet refuses to testify against his father; he does, however, leave Robbie his father's gun. Robbie, Kathleen, and Barbara conspire and execute a plan to kill Pastor Boyd in a disguised break-in to retrieve the tape-recording. With Chris's testimony against his dead father, Esposito reluctantly accepts the staged break-in as fact.",negative,,prejudice
25015679,La Cage aux Folles II,1980,46035143.908442885,"['France', 'Italy']","['Comedy of Errors', 'Gay Interest', 'Comedy', 'Gay', 'Gay Themed']",A spy plants a capsule of microfilm on Albin and from then on spies and government agents pursue him. Albin and Renato travel to Italy to hide at Renato's mother's farm. At each point along the way we see the straight world's reaction to Albin.,neutral,6.0,identity
452017,Boogie Nights,1997,83698348.13236342,['United States of America'],"['LGBT', 'Ensemble Film', 'Indie', 'Comedy-drama', 'Period piece', 'Drama', 'Comedy']","In 1977, Eddie Adams is a high school dropout who lives with his father and alcoholic mother in Torrance, California. He works at a Los Angeles nightclub owned by Maurice Rodriguez, where he is discovered by porn director Jack Horner, who auditions him by watching him having sex with Rollergirl, a porn starlet who always wears skates. After a heated argument with his mother about his girlfriend and his sexual life, Adams runs away from home and moves in with Horner at his San Fernando Valley home. After agreeing to enter the world of pornography, he gives himself the screen name ""Dirk Diggler"", and becomes a star because of his good looks, youthful charisma, and extraordinarily large penis. His success allows him to buy a new house, an extensive wardrobe, and a ""competition orange"" Chevrolet Corvette. Dirk and his best friend/fellow star Reed Rothchild are featured in a series of successful action-themed porn films. Assistant director Little Bill is married to a porn star who frequently embarrasses him by having sex with other men in public. At a New Year's Eve party at Jack's house marking the year 1980, he shoots both her and her lover, then turns the gun on himself. Jack's porn empire struggles after his main source of funding, the Colonel, is imprisoned for possession of child pornography. His new financier, Floyd Gondolli, insists on cutting costs by shooting on videotape, a format that Jack detests. He is also unhappy with the lack of scripts and character development in the projects Gondolli expects him to churn out as quickly as possible. One of these projects involves him and Rollergirl, riding in a limousine searching for random men for her to have sex with while a crew tapes it. When a man recognizes Rollergirl as a former high school classmate, he insults both her and Jack. They beat him and leave him bleeding and half-conscious on the street. Leading lady Amber Waves, who took Eddie under her wing when he joined Jack's stable of actors, finds herself in a custody battle with her former husband. The court determines she is an unfit mother due to her involvement in the porn industry, prior criminal record, and cocaine addiction. Buck Swope marries fellow porn star Jessie St. Vincent, who shortly thereafter becomes pregnant. Because of his past, Buck is denied a bank loan to open a stereo equipment store. He stops at a donut shop and finds himself in the middle of a hold up, in which the clerk, the thief and an armed customer are killed in the crossfire. Buck escapes with the money and uses it to finance his store. Dirk becomes addicted to cocaine and methamphetamine, and as a result, he finds it increasingly difficult to achieve an erection, and falls into violent mood swings. After he has a falling out with Jack during a film shoot, he and Reed decide to pursue their dream of rock and roll stardom, a move supported by Scotty, a gay boom operator who is in love with Dirk. However, they squander their money, leaving them unable to pay the recording studio for the demo tapes. Desperate for money, Dirk resorts to prostitution, but he is assaulted and robbed by a gang of thugs. Dirk, Reed, and their friend Todd attempt to scam drug dealer Rahad Jackson by selling him a half-kilo of baking soda disguised as cocaine. The sale seems to have been executed smoothly, but Todd unexpectedly tries to rob Rahad, and is killed in the ensuing gunfight. Frightened by his brush with death, Dirk tearfully reconciles with Jack. By 1984, Amber, Rollergirl, and Dirk, now living in Jack's house, prepare to shoot a film.",negative,7.638,descent
1204925,The Opposite of Sex,1998,11160152.901214976,['United States of America'],"['Romantic comedy', 'LGBT', 'Indie', 'Gay', 'Gay Interest', 'Drama', 'Comedy', 'Gay Themed', 'Black comedy', 'Romance Film', 'Domestic Comedy']","Teenager Dedee Truitt  runs away from home after her stepfather's funeral and moves in with her half-brother Bill , a gay teacher in a conservative, suburban community in Saint Joseph County, Indiana. Dedee seduces Bill's young lover, Matt , then tricks him into believing he has impregnated her. In fact, the father of her child is her ex-boyfriend Randy Cates . She and Matt elope, leaving Bill and the uptight Lucia , the sister of Bill's deceased partner Tom, to track them down and sort out the mess. In the meantime, Matt's ""bit on the side,"" Jason Bock , attempts to blackmail Bill in order to track down Matt, claiming Bill sexually assaulted him while he was a student. Bill and Lucia find Dedee and Matt, only to discover Dedee has stolen Tom's ashes and is holding them for ransom. Randy also finds Dedee; they inform Matt that they are taking the ashes and moving to have the baby elsewhere. They escape but soon get into an argument that leads to Dedee accidentally shooting Randy. She and Matt escape to Canada, and Bill eventually finds them. After giving birth to Randy Jr., Dedee returns Tom's ashes to Bill, apologizing for her actions in the past year. After a few months in prison, she moves back in with Bill, while Matt and Jason go traveling together, and Lucia marries her old friend Carl . Eventually, Dedee decides that Randy Jr. would be better off alone with Bill  and runs away. Narrating the ending, Dedee sarcastically concludes that sex is precisely the opposite of what people should want, leading as it does to kids, disease or, worst of all, relationships. At the end of the film, the vignettes of the various caring relationships among the characters show the opposite of superficial sexual gratification.",negative,6.175,redemption
1946017,Talk to Her,2002,87714832.68842465,['Spain'],"['LGBT', 'Silent film', 'Melodrama', 'Indie', 'World cinema', 'Black-and-white', 'Drama', 'Comedy', 'Medical fiction', 'Romantic drama', 'Romance Film']","Benigno  Martin and Marco Zuluaga cross paths when they attend the same concert dance, only eventually meeting again at a private clinic where Benigno works. There, he is the personal nurse and caregiver for Alicia, a beautiful dance student who lies in a coma and with whom Benigno has become obsessed. Marco, a journalist and travel writer, is at the clinic to visit his girlfriend Lydia, a famous matador who is also comatose after being gored by a bull. As the men stand vigil over these women, the story unfolds in flashbacks, giving details of the two relationships. Marco leaves Lydia in the hospital when her previous lover informs him that they had reunited a month before Lydia's accident. He travels to Jordan to write a tourist guide; while there he reads in a newspaper that Lydia has died in her coma. Meanwhile, Alicia is discovered to be pregnant. Benigno, who believes his relationship with the comatose Alicia is a mutual love affair, is accused of raping her and is sent to prison in Segovia. Marco returns to Spain and begins trying to help Benigno. He finds out that Alicia had awakened during or sometime after giving birth, but the baby was stillborn. Following Benigno's lawyer's urging, he does not tell Benigno about her unexpected recovery. Desperate, Benigno ingests a large quantity of pills to try to ""escape"" and reunite with Alicia. He dies of an overdose. Meanwhile, Alicia has begun rehabilitation to recover her ability to walk and dance. The film ends with Marco, sitting two rows in front of Alicia at a dance concert, turning around and smiling at her for a moment, and then turning back around. The screen lists Marco y Alicia as the next act.",positive,7.584,obsession
1045723,Connie and Carla,2004,18766024.792969555,['United States of America'],"['LGBT', 'Comedy of Errors', 'Buddy film', 'Comedy']","Nia Vardalos and Toni Collette play the titular characters, whose lifelong friendship and co-obsession with musical theater have brought nothing but career dead ends. Despite this they continue their optimism, hosting a variety act at an airport lounge. After accidentally witnessing a mafia hit in Chicago, they go on the run, landing in Los Angeles. Initially working at a beauty salon, they wind up posing as drag queens and auditioning to host a drag revue at a gay club. Because they sing their own songs , they are hired, and their variety show (first entitled What a Drag  becomes a hit. Things are going smoothly but the two make a pact not to let men interfere with their life. This causes conflict when Connie falls for Jeff , the straight brother of Robert , one of their drag queen friends. As the show gets bigger, the two convince the club owner, Stanley , to convert it into a full dinner theater, and eventually their popularity threatens to expose them. On the official opening night of the dinner theater, the mob killers catch up with them, but with the help of their drag queen friends, and to great applause from the audience , Connie and Carla take them down. They ultimately confess their real identities to the audience and are accepted for who they are. Connie reveals herself to Jeff, who arrives after the chaos. He accepts her and becomes her boyfriend.  The following is a list of musicals referenced or featured in the film : * Oklahoma! - Connie and Carla perform ""Oklahoma!"" as young girls in their school lunchroom and in the airport lounge and ""I Cain't Say No"" during their audition at The Handlebar. * Jesus Christ Superstar - Connie and Carla perform ""Superstar"" in the airport lounge and ""Everything's Alright"" during their first performance at The Handlebar. * Yentl - Connie and Carla perform ""Papa, Can You Hear Me?"" in the airport lounge. * Cats - Connie and Carla perform ""Memory"" in the airport lounge. * The Rocky Horror Show - Peaches 'n' Creme perform ""The Time Warp"" at The Handlebar. * Cabaret - Connie and Carla perform ""Maybe This Time"" at their audition at The Handlebar. * Evita - Connie and Carla perform ""Don't Cry for Me, Argentina"" at their audition at The Handlebar. * Mame - Interludes during the picture with the character Tibor seeing several performances of Mame. * South Pacific - ""I'm Gonna Wash That Man Right Outa My Hair"", is part of Connie and Carla's performance in What a Drag  at The Handlebar. They also sing ""There Is Nothing Like a Dame"" at the end of the film with the rest of the main cast. * Funny Girl - Connie and Carla sing ""Don't Rain on My Parade"", part of their performance in What a Drag  at The Handlebar. * Thoroughly Modern Millie, The Producers, Say Goodnight, Gracie, Never Gonna Dance, Gypsy, Chicago, Mamma Mia!, Long Days Journey into Night, Master Harold...and the Boys, Avenue Q, Man of La Mancha, and Hairspray - Billboards for these shows are shown. * Gypsy, Rent, and Hairspray - At this point in the film, these are mentioned by Tibor, Hairspray, of which, he got a matinée ticket, though no songs from the shows are sung. The theater productions of Rent, Hairspray, and Mamma Mia! became semi-successful movie musicals shortly after this film. * Gypsy - ""Let Me Entertain You"" is performed by Connie, Carla, and the Belles of the Balls. * Hair - Connie says the guys should enter from the back of the house on ""Good Morning, Starshine"". * The Music Man - Debbie Reynolds says they should enter from the back of the house on ""Seventy-Six Trombones"". * Grease - Debbie Reynolds, Connie, Carla, and the Belles of the Balls sing ""There Are Worse Things I Could Do"". * A Chorus Line - Connie and Carla sing ""What I Did for Love"". * Guys and Dolls - Connie mentions ""the Guys and Dolls tribute.""",positive,5.89,friendship
8454726,Savage Nights,1992,1480933.2845936224,"['France', 'Italy']","['LGBT', 'Erotic Drama', 'Gay', 'Gay Interest', 'Drama', 'Gay Themed', 'Romantic drama', 'Biographical film']","“I feel I go through life like an American tourist, doing as many towns as possible”, explains Jean, a camera man and aspiring film director. Handsome, but self-centered, childish and hedonistic, he has a complicated sex life. He is bisexual and HIV positive. During a casting session he meets Laura, a lively eighteen-year-old. Captivated by her charm, Jean soon is pursuing her and she quickly falls in love with him. They start a passionate affair. At the same time, the restless Jean pursues a relationship with Samy, a young rugby player. Samy, who has emigrated with his mother and brother from Spain, is unemployed and equally troubled. He is straight and although living with his girlfriend, Marianne, he has no qualms about his homoerotic relationship with Jean, who has a big crush on him. Jean and Laura's relationship is complicated by him having HIV which initially he hides from her. Only after they have had sex does he tell her. At first, Laura is furious and her mother is equally livid. However, Laura is by then deeply in love with Jean. She not only continues the relationship but refuses to use condoms as Jean wanted. Jean is also deeply troubled in accepting his disease. “Drop your illusions. Learn from your disease” suggests his friend Noria. Peaceful acceptance does not come easy for him, his life ricochets from one coupling to the next, trying to make sense of his situation. He is a damned rebel, which he defines as, "" Someone marked by fate and with real dignity inside"". Laura has emotional problems too, at one point she erupts at the owner of the dress shop, where she works and loses her job. Her feelings reach a boiling point in dealing with Jean’s bisexuality that includes not only Jean’s relationship with Samy but anonymous sex with multiple partners in dark cruising spots. In these sex encounters, Jean releases his self-destructive drive and finds refuge from the frustrations brought by his illness and his affairs with Laura and Samy. As Samy acquires a taste for sadomasochism and violence, he turns to Jean. He moves in with him, leaving Marianne, who angrily berates Jean. After a fight with racist skinheads, Samy finally consummates his relationship with Jean and tells him that he loves him. Laura turns increasingly angry and desperate, disappointed in her relationship with Jean. ""Help me to leave you!"" is her pathetic cry. Jean is emotionally closed. After a night out of drinking and partying Jean yells ""I want to live"" to his friends but mostly he seems in denial that he is dying. The next morning Laura finds him in bed not only with Samy but with his ex-girlfriend. Laura throws a big tantrum, from then she leaves endless, long messages on Jean’s answering machine. In some she begs for love, in others she threatens to ruin his life. Reaching breaking point, Laura threats Jean with committing suicide and tells him that he has infected her with HIV. Only then, Jean intervenes and with Laura’s mother they find psychological help for her. Jean repeatedly fails to find meaning in his life. A conversation with his mother is only painful. Returning home, he is involved in car accident. He is as reckless in his sex life as with HIV medication, which he avoids when it interferes with his drinking and partying. After sometime, Jean looks again for Laura. He finally wants to tell her that he loves her but she has overcome her turbulent relationship with him. Making peace with herself, Laura has a new boyfriend. Jean and Laura have a short conversation, they kiss tenderly and part ways. Jean finally finds peace with his HIV status and with his life.",negative,6.55,redemption
4369095,Krampack,2000,677429.6473420415,['Spain'],"['LGBT', 'Comedy']","Nico and Dani are two 17-year-old friends spending the summer together at Dani's parent's beach house, while his parents are away traveling. They aim to meet girls and lose their virginity, and in the meantime they practice mutual masturbation and other sexual practices. They meet a pair of cousins, Berta and Elena. Nico is much more interested in Elena than Dani is in Berta. Nico has sex with Elena, making Dani jealous of her. Dani realizes he is in love with Nico and tells him this, causing an argument between them. Dani then goes out to get drunk and meets a gay writer friend of his father. After having dinner and sailing with him, Dani proposes that the two have sex, but runs away and returns home to Nico. The friends reconcile by the end of the summer.",positive,,discovery
142447,As Good as It Gets,1997,610097634.4450625,['United States of America'],"['Romantic comedy', 'LGBT', 'Slice of life story', 'Comedy-drama', 'Drama', 'Comedy', 'Romance Film']","Melvin Udall is a misanthrope who works at home as a best-selling novelist in New York City. He suffers from obsessive-compulsive disorder which, paired with his misanthropy, alienates nearly everyone with whom he interacts. He eats breakfast at the same table in the same restaurant every day using disposable plastic utensils he brings with him due to his pathological mysophobia. He takes an interest in his waitress, Carol Connelly, the only server at the restaurant who can tolerate his behavior. One day, Melvin's neighbor, a gay artist named Simon Bishop, is assaulted and nearly killed. Melvin is forced to care for Simon's dog Verdell while Simon is hospitalized. Although he initially does not enjoy caring for the dog, Melvin becomes emotionally attached to it. He simultaneously receives more attention from Carol. When Bishop is released from the hospital, Melvin is unable to cope emotionally with returning the dog. Melvin's life is further altered when Carol decides to work closer to her home in Brooklyn so she can care for her acutely asthmatic son ([[Jesse James . Unable to adjust to another waitress, Melvin arranges to pay for her son's medical expenses if Carol agrees to continue working at her previous restaurant in Manhattan. Meanwhile, Simon's assault and rehabilitation, coupled with Verdell's preference for Melvin, causes Simon to lose his creative muse. Simon is approaching bankruptcy due to his medical bills. Simon's agent, Frank Sachs, convinces Simon to go to Baltimore and ask his estranged parents for money. Frank offers Melvin use of his car for the trip. Melvin invites Carol to accompany them on the trip to lessen the awkwardness. She reluctantly accepts the invitation, and relationships among the three develop. Once in Baltimore, Carol persuades Melvin to take her out to have dinner. Melvin's comments during the dinner greatly upset Carol, and she abruptly leaves. Upon seeing the frustrated Carol, Simon begins to sketch her and rekindles his creativity, once more feeling a desire to paint. He briefly reconnects with his parents, but is able to tell them that he'll be fine. After returning to New York City, Carol tells Melvin that she does not want him in her life anymore. She later regrets her statement and calls him to apologize. The relationship between Melvin and Carol remains complicated until Simon, whom Melvin has allowed to move in with him until he can get a new apartment, convinces Melvin to declare his love for her at her apartment in Brooklyn, where the two realize the depth of their personal connection. The film ends with Melvin and Carol walking together to buy fresh rolls at the corner bakery.",positive,7.393,redemption
1506960,Get Over It,2001,35183889.07403814,['United States of America'],"['Romantic comedy', 'Sex comedy', 'School story', 'Gay', 'Musical', 'Gay Interest', 'Comedy', 'Gay Themed', 'Romance Film', 'Teen']","Berke Landers ([[Ben Foster  and his girlfriend Allison  were the quintessential high-school couple, but she breaks up with him immediately after the film begins. She then begins a new relationship with Striker , a 'foreign' student who was once the lead singer of a boy band. When Allison and Striker audition for the school's upcoming musical, Berke desperately tries to win Allison back by also auditioning for the play, despite having no theatrical talent and having a busy schedule as a member of the basketball team. Meanwhile, Berke's friends Felix  and Dennis  try to find a new girlfriend for him. With the help of Felix's younger sister, Kelly , a talented songwriter and singer, Berke wins a minor role in the play, a modern musical version of Shakespeare's comedy A Midsummer Night's Dream called A Midsummer Night's Rockin' Eve, written and directed by the school's domineering drama teacher, Dr. Desmond Oates . Striker plays Demetrius, Allison plays Hermia, Kelly plays Helena, and Lysander is to be played by the school's star actor, Peter Wong . But after Peter is injured in a freak accident, Striker nominates Berke to take over the role of Lysander, and, still intent on winning Allison back, Berke accepts. He gradually improves with continuing assistance from Kelly, but remains unaware of the growing attraction between the two of them. Meanwhile, Oates blames Kelly's singing for his own poorly written song and rejects her suggestions to improve it. At a party at Berke's house, Kelly kisses Berke, but he insists that a relationship between them could not work because she is Felix's sister. She leaves him, annoyed at his unwillingness to move on with his life, and Felix, coming across the two, punches Berke. At the same party, Berke and Allison catch Striker cheating on Allison with her best friend Maggie , and so Allison breaks up with Striker. On the play's opening night, the first half of the performance goes smoothly except for some onstage scuffling between Berke and Striker. During the intermission, Allison confides to Berke that she wants to get back together with him, leaving him with a difficult choice between her and Kelly. Meanwhile, Striker bribes two of the theater technicians to try and blow up Berke using stage pyrotechnics. Before the play resumes, Felix gives the orchestra sheet music for a love ballad written by Kelly to replace Oates' unpopular tune. After the curtain rises, Kelly sings her song so beautifully that Berke is reminded of their time together and finally realizes he loves her. As the fourth act begins, he abandons his lines from the script and makes up his own verse professing his character's love for Kelly's character Helena. The audience applauds as Berke and Kelly kiss. Striker protests this change, but unwittingly signals the technicians to set off the explosion, blowing him offstage. Kelly and Berke leave the theater after the show, looking forward to their future together as they discuss the next night's performance.",positive,5.608,love
30408196,Heartbeats,2010,835098.4787323878,['Canada'],"['LGBT', 'Indie', 'World cinema', 'Drama', 'Comedy', 'Black comedy', 'Romantic drama', 'Romance Film']","Francis and Marie first meet Nicolas at a dinner party, where they both feign disinterest in him. Over the course of the next couple of the weeks, the three form a close friendship, meeting up regularly and even sleeping together in the same bed. However, it is clear that both Marie and Francis have an interest in Nicolas beyond friendship; Marie is visibly disappointed when she hopes to enjoy an intimate meal with Nicolas at a Vietnamese restaurant, only to see Francis and his friends there, and Francis is consumed by lust for Nicolas to the extent that he vigorously masturbates over the smell of Nicolas' clothes when left alone in his apartment. Both are led on by their interpretation of Nicolas' actions, such as eating a cherry from Francis' hand and telling Marie he loves them. Their feelings lead to competition between the two friends for Nicolas' affections, evidenced by their rivalry over the gifts they buy for his birthday. The relationship culminates in a trip to stay in the vacation home of Nicolas' mother. Marie becomes jealous when Nicolas feeds Francis a marshmallow, telling him to eat it slowly like a 'striptease', and she goes to bed early. The next morning, she wakes up alone and again observes the two frolicking together from afar. She decides to leave, at which point Francis chases after her and the two end up wrestling on the ground. Nicolas is not impressed and decides to leave, saying they can love him or leave him. On returning from the trip, they don't see Nicolas, both leaving messages on his answerphone and Marie writing him a love letter. Eventually, Francis meets Nicolas and ends up pouring out his feelings, telling him he loves him and wants to kiss him. The only response from Nicolas is to ask him 'How could you think I was gay?', leaving Francis devastated. Later, Marie catches up with Nicolas in the street, and tells him about the love letter, but implies she wrote it to a female friend. From this, Nicolas comes to the conclusion that Marie has a female lover, which she denies. As Nicolas goes to leave, claiming to have left something on the stove, she tells him the truth about the letter but this makes no difference. The film continues with Francis and Marie re-establishing their friendship and Nicolas moving away to Asia. In the final scene, they are again at a party, looking for potential lovers.",positive,7.2,desire
2217587,800 Bullets,2002,3348540.9608994788,['Spain'],"['LGBT', 'World cinema', 'Spaghetti Western', 'Action/Adventure', 'Western', 'Comedy', 'Action']","Julián Torralba is a former film stuntman in Almeria, Spain. He and several of his colleagues, who once made a living in American Westerns shot in Spain, now are reduced to doing stunt shows for minuscule audiences on the decaying set built for those old Westerns. Julián wrestles with dark memories of the death of his son, also a stuntman, and with estrangement from his daughter-in-law Laura and her son Carlos. Carlos, a young boy, becomes intrigued with his late father's life and runs away to join Julián and his band of has-beens. There Carlos is initiated into the rambunctious life of these hard-drinking faux cowboys. But when Laura, a powerful executive looking for a new site for a tourist resort, learns that Carlos has joined the hated Julián, she moves to destroy even this remnant of Julián's once-proud career. Julián and the cowboys decide to fight back the only way they know how.",negative,5.951,redemption
9524972,French Twist,1995,93034332.2306602,['France'],"['LGBT', 'Romantic comedy', 'Sex comedy', 'Gay Interest', 'World cinema', 'Gay', 'Satire', 'Drama', 'Comedy', 'Gay Themed', 'Romantic drama', 'Romance Film', 'Domestic Comedy']","Laurent  and Loli  are a thirty-ish married couple living in southern France with their young children. He is an estate agent; she is a housewife. Laurent has extramarital affairs. Loli is unaware that her husband is unfaithful. Then one day, a campervan breaks down in front of their house. The driver is Marijo , a 40s-ish butch lesbian who works as a DJ. She asks to use their phone. Loli has a blocked sink, so in exchange for using the phone, Marijo gets Loli's drain back in working order. Loli and Marijo begin an affair. Laurent is upset, but then his friend Antoine  accidentally reveals Laurent's philandering to Loli. This seems to justify her romance. Marijo moves into the house. Antoine then suggests that Laurent let Loli have her way, cease all hostility, and wait for the affair to burn out. Laurent agrees, and the household becomes a seemingly idyllic ménage à trois. But his strategy has its effect, especially after another lesbian couple, old friends of Marijo, happen by. Laurent welcomes them, but Loli becomes annoyed and jealous. Marijo decides that the situation is not really going to work. She knows that Laurent wants her to leave. While Loli is away on a trip, Marijo makes a deal with Laurent. She will break up with Loli and leave immediately, if Laurent will give her something she has wanted for years: a baby. Laurent has sex with Marijo to get her pregnant, and Marijo departs before Loli returns. Laurent tells Loli nothing, as agreed with Marijo. Laurent and Loli settle back down to their old life, but their relationship has been deeply affected. Then Loli hears from a mutual acquaintance that Marijo is living in Paris and is several months pregnant. Loli is astonished and shocked. She insists that she and Laurent go to Paris and contact Marijo. They find her working as a DJ in a lesbian dance club. Their intrusion provokes a quarrel with the club owner, who fires Marijo. Loli and Laurent take her back to their home, where she has her baby. The ménage à trois is re-established, with the two mothers caring for their children. As a final twist, a handsome man  moves into the neighbourhood and he and Laurent gaze into each other's eyes...",positive,6.053,infidelity
455013,The Boys in the Band,1970,29003602.8436514,['United States of America'],"['LGBT', 'Gay Interest', 'Drama', 'Gay', 'Gay Themed']","The film is set in an Upper East Side apartment in New York City in the late 1960s. Michael , a Roman Catholic and recovering alcoholic, is preparing to host a birthday party for his friend Harold. Another of his friends, Donald , a self-described underachiever who has moved from the city, arrives and helps Michael prepare. Alan ([[Peter White , Michael's  old college roommate from Georgetown, calls with an urgent need to see Michael. Michael reluctantly agrees and invites him to his home. One by one, the guests arrive. Emory  is a stereotypical flamboyant interior decorator; Hank , a soon-to-be-divorced schoolteacher, and Larry , a fashion photographer, are a couple, albeit one with monogamy issues; and Bernard  is an amiable black bookstore clerk. Alan calls again to inform Michael he isn't coming after all, and the party continues in a festive manner. However, Alan does appear unexpectedly and throws the gathering into turmoil. ""Cowboy""  – a male hustler and Emory's ""gift"" to Harold – arrives. As tensions mount, Alan assaults Emory and in the ensuing chaos Harold finally makes his grand appearance. Michael begins drinking again. As the guests become more and more intoxicated, the party moves indoors from the patio due to a sudden downpour. Michael, who believes Alan is a closeted homosexual, begins a game in which the objective is for each guest to call the one person whom he truly believes he has loved. With each call, past scars and present anxieties are revealed. Michael's plan to ""out"" Alan with the game appears to backfire when Alan calls his wife, not the male college friend Justin Stewart whom Michael had presumed to be Alan's lover. As the party ends and the guests depart, Michael collapses into Donald's arms, sobbing. When he pulls himself together, it appears his life will remain very much the same.",positive,7.125,isolation
