Wikipedia movie ID,Movie name,Movie release year,Movie box office revenue,Movie countries,Movie genres,Summary,Sentiment,Theme,vote_average,budget,decade,War Related
13786783,American Guerrilla in the Philippines,1950,29088457.211075287,['United States of America'],['War film'],"In April 1942 in the Philippines, an American motor torpedo boat is destroyed by Japanese planes. The survivors, among them Ensign Chuck Palmer , make their way ashore on Cebu. Their commander orders them to split up. Chuck pairs up with Jim Mitchell  and reaches Colonel Benson on Leyte, only to be told that he has been ordered by General Douglas MacArthur to surrender his forces soon. Chuck helps Jeanne Martinez , a Frenchwoman married to a Filipino planter, get medical assistance for a pregnant woman. Jeanne pleads with Chuck to stay and fight, but he buys an outrigger canoe  and recruits a crew of Air Corps soldiers in a desperate, but unsuccessful attempt to sail to Australia. When the boat founders, the crew is rescued by Miguel , a member of the Filipino resistance. The Americans evade capture and Chuck eventually meets Jeanne again, as well as her husband Juan , a secret supporter of the resistance movement. Chuck is ordered to stay in the Philippines to help set up a network to gather intelligence on the Japanese. Later, Juan is beaten to death in front of Jeanne in an attempt to find out where the guerrillas are hiding out. Jeanne joins the resistance and is reunited with Chuck at Christmas 1943. They begin to fall in love. After three years of fighting, Chuck, Jeanne, Jim and the rest of their band are trapped in a church by a Japanese patrol. Just when it looks as if they will be wiped out, squadrons of American planes appear overhead and explosions are heard, announcing the liberation of the Philippines is underway. The Japanese leave to face this greater threat.",negative,Resilience,5.7,,1950.0,True
156641,Stalag 17,1953,37809853.33366601,['United States of America'],"['Ensemble Film', 'Comedy-drama', 'Black-and-white', 'Drama', 'Comedy', 'War film']","Stalag 17 begins on ""the longest night of the year"" in 1944 in a Luftwaffe prisoner-of-war camp located somewhere along the Danube River. The story of a Nazi spy in Barracks Four is narrated by Clarence Harvey ""Cookie"" Cook . The camp holds Poles, Czechs, Russian females and in the American compound 640 sergeants, enlisted men from bomber crews, gunners, radiomen and flight engineers. Prisoners of War Manfredi and Johnson try to escape through a tunnel the inmates have dug under the barbed wire. They are immediately shot by waiting prison guards when they emerge outside the fence. The other prisoners conclude that one of their own must have informed the Germans of the escape attempt, and suspicion falls on Sefton , a cynical and somewhat antisocial prisoner who barters openly with the German guards for eggs, silk stockings, blankets and other luxuries. He also organizes mouse races and various other profitable enterprises that net him his hoard of ""luxuries."" The other prisoners are suspicious of his fraternization with the enemy, though envious of his dealmaking success — for instance, he wins a large number of cigarettes from the other prisoners by betting against Manfredi's and Johnson's successful escape, then trades the cigarettes to the Germans for an egg the next morning. Sefton's tells the men it is foolish to try to escape. He is not seeking ""fruit salad""  He continues, ""what if you escape, make it back to the United States, they ship you to the Pacific, you're shot down again, this time you're in a Japanese Prison camp."" The lives of the prisoners are depicted: they receive mail, eat terrible food, wash in the latrine sinks, and collectively do their best to keep sane and defy the camp's cruel and ruthless commandant, Oberst von Scherbach . They use a clandestine radio, smuggled from barracks to barracks throughout the entire camp, to pick up the BBC and the war news.  Their German guard, Feldwebel Schulz , confiscates the radio—another success for the ""stoolie"". Humor is seen in ""Animal"" Kasava's infatuation with movie actress, Betty Grable. He suffers from depression when he learns Betty has married bandleader Harry James. Harry ""Sugar Lips"" Shapiro gets six letters at mail call, and makes Animal think they are from women. When Kasava sees a finance company letterhead, Harry admits they repossessed his Plymouth. Sefton bribes the guards to let him spend the day in the women's barracks in the Russian section of the camp. The other prisoners spot him through Sefton's own telescope , and conclude that this is his reward for having informed the Germans about the radio. When he returns he is accused of being a spy. At that moment von Scherbach pays a visit to the barracks to apprehend new prisoner, Lieutenant James Schuyler Dunbar ([[Don Taylor , who had previously told the other prisoners that he had blown up a German ammunition train while he was being transported to the camp. Sefton knows Dunbar comes from a wealthy Boston family. Sefton washed out of pilot training in the class from which Dunbar graduated. Sefton feels Dunbar was commissioned because of his family's money. The men are convinced that Sefton divulged Dunbar's act of sabotage to the Germans, and they viciously beat Sefton, after which he is ostracized. Sefton then decides to investigate and uncover the identity of the spy in order to clear his name. Eventually he remains in the barracks during a fake air raid and successfully discovers the identity of the spy, the barracks security chief, Price ([[Peter Graves , whom Sefton overhears conversing with Schulz in German and divulging the means by which Dunbar destroyed the ammunition train. Sefton divulges the theory to his only friend in the camp, Cookie. He points out that the stoolie may not be an American traitor at all but a German spy posing as an American to ferret out information. If he exposes Price, and proves he is the real stoolie, the Germans would simply remove him and put him in another camp. On Christmas Day the men find out that SS men are coming to take Dunbar to Berlin for interrogation. The entire camp creates a distraction and Dunbar is freed and hidden. Nobody but the compound chief Hoffy  knows of Dunbar's whereabouts, and he refuses to divulge the information to anybody, even the supposedly trustworthy Price. Dunbar is thus successfully kept from the Germans despite extensive search efforts. After von Scherbach threatens to raze the camp to find Dunbar, the men decide one of them must help Dunbar escape. Price volunteers for the job, and when he appears to have convinced the other prisoners to let him do it, Sefton reveals him as the spy. After accusing Price, Sefton asks him ""When was Pearl Harbor?"" Price knows the date, but Sefton traps him by quickly asking what time he heard the news. Without thinking, Price betrays himself by answering 6 p.m. — the correct time of the attack in Berlin, Germany, and not Cleveland, Ohio where he claims to have come from. After that, Sefton reaches into Price's jacket pocket and extracts the ""mailbox"" used to exchange messages with the Germans, a hollowed-out black chess queen. With his fellow POWs convinced of Price's guilt, Sefton decides to take Dunbar out of the camp himself. First, because he likes the odds of escape, and second, for the reward he can expect from Dunbar's wealthy family. The men give Sefton enough time to get Dunbar out of his hiding place  then throw Price out into the yard with tin cans tied to his legs. The ruse works: Price is killed in a hail of bullets  by camp guards who believe him to be Dunbar or one of the other prisoners, creating a distraction that allows Sefton and Dunbar to cut through the barbed wire and make their escape. Everyone begins to wonder if Sefton or Dunbar will ever make it out of Germany alive. Animal says, ""Maybe he just wanted to steal our wire cutters. You ever think of that? "" The film ends with Cookie whistling ""When Johnny Comes Marching Home Again.""",negative,Betrayal,7.707,19037032.00287456,1950.0,True
1769134,Attack Force Z,1982,294462.19744414056,"['Australia', 'New Zealand']","['World cinema', 'Action/Adventure', 'Drama', 'War film', 'Action', 'Combat Films']","In the Straits of Sembaleng, five men are dispatched by submarine in kayaks to rescue survivors of a shot-down plane on a nearby island which is occupied by the Imperial Japanese Army. Led by Paul Kelly , an inexperienced commando officer, the team secretly lands on the island and hides their kayaks. As they venture in land, Ted 'Kingo' King is hit by fire from an unseen machine gun post, the team quickly eliminates the Japanese defenders and return to their wounded comrade. King has been hit on the leg, the bullet smashing his kneecap. Since King can't walk and if he was left to the Japanese he would tortured then executed, Kelly authorises fellow Australian Dan Costello to kill King humanely. The four remaining men return to their search, coming across a rice farmer they learn of the area in which the plane crashed. But as they near their destination they come across a Japanese squad at a local house, after the Japanese leave they enter the house and meet the local resistance leader Lin, his grown up daughter Chien Hua and her younger brothers and sisters. With a guide to lead them to the plane, they head off to the plane but are attacked by Japanese soldiers at a Buddhist Temple. Separated from the rest interpreter Jan Veitch ends up returning to Lin's house only for him to be hidden by Chien Hua from the returning Japanese. After the deaths of their soldiers the Japanese officers Watanabe and Imanaka torture Chien for telling them the location of her father, but Chien Hua refuses. Only for Lin's son Shaw Hu tell the Japanese that Lin, the Z men and the planes survivors are heading for the islands capital . All the Japanese leave except for two soldiers guarding Chien Hua which Veitch kills with help of Shaw Hu. Meanwhile within sight of the plane Kelly watches as locals blow up the wreckage. Lin is evasive and after quizzing the inhabitants of a village between the plane and them, the team head on to the plane. Kelly manages to get Lin to tell them that the two survivors are being taken to his home, so they turn around and head back. In the capital Veitch is led to the survivors. One of them is a defecting Japanese government official Imoguchi, and he is believed to hold a secret that could end the war faster. Only Kelly knows he must be rescued at any cost or killed. As the pieces of the puzzle begin to fall together, Kelly must persuade his own men that Imoguchi is worth rescuing and the local resistance that it is worth fighting against their Japanese enemies.",negative,Sacrifice,6.283,,1980.0,True
7230206,The Proud and Profane,1956,44330133.21882324,['United States of America'],"['Epic', 'Black-and-white', 'Period piece', 'Drama', 'War film', 'Romantic drama', 'Romance Film']","In Noumea, New Caledonia 1943, Lee Ashley , the widow of a Paramarine Lieutenant killed on the Battle of Bloody Ridge on Guadalcanal has joined the American Red Cross on the island to entertain American servicemen. Her leader at the service club, Kate Connors  had initially been reluctant to have her assigned to New Caledonia lest she use her position as a pilgrimage to find out about her late husband. In addition to entertaining, serving the soldiers and giving French lessons, the Red Cross women are expected to help with the wounded that Lee initially refuses to do. A Marine Raider battalion comes to New Caledonia after fighting in the South Pacific. Their commander, Lt Col Black  is against the Red Cross women treating his men softly; he states that the only place for women in war are ""skirts"" that the men chase and the ""sweethearts"" that wait for them back home. He changes his mind when he tries to seduce the attractive Lee who initially refuses his advances. Lt Col Black decides to gain her interest by pretending he knew Lee's late husband and was with him shortly before he died. Though Lee despises the Colonel's arrogance and demands, she is fascinated by him and falls in love with him. Another member of the battalion is the Navy Chaplain, Lieutenant Junior Grade Holmes  whom Kate notices is a changed, silent, and saddened man since she last knew him. During a battle the Chaplain had gathered some Marines together in prayer that a supposedly dead Japanese soldier used as a target for his hand grenade killing several, and wounding their sergeant with a spinal injury. Lt Col Black demotes the wounded sergeant in rank because he should have known better than to let his men gather in the open. Black constantly harasses the Chaplain by never letting him forget that his presence caused their deaths, with the bodies of the Marines shielding the Chaplain from any injury. Holmes's guilt is compounded by a tropical fever and exhaustion from working that has left its toll. Another man in the battalion is Private Eddie Wodcik ([[Dewey Martin  that Kate had adopted and raised in New York when his parents and sister were burned to death in a tenement fire. Kate loves him like her own child and he reciprocates when he is not being watched by his fellow Marines. Eddie feels that Lee looks exactly like his sister would have if she hadn't died and becomes her protector, promising violent retribution to anyone who doesn't show Lee respect. Eddie demonstrates his ability by giving a disrespectful sailor  a jiu jitsu throw to the floor. Lee and the Colonel have dinner on board an American warship. A former neighbor of Lee is now a naval officer ([[Peter Hansen  aboard and is present at dinner. Lee and the naval officer spend the evening talking about their pre-war civilian lives in a wealthy community. An angry Lt. Colonel Black later relates to Lee his life of childhood poverty as a half Indian in Montana. When the Raiders are shipped out for a couple months, Lee discovers she is pregnant and the Colonel has a wife in Washington. She later learns things about her husband that she never knew. The hot headed Eddie also discovers what his Colonel has done to Lee.",negative,Love,6.0,,1950.0,True
1236122,Gettysburg,1993,23379257.82567656,['United States of America'],"['Costume drama', 'War film', 'Epic', 'Period piece', 'Drama', 'Film adaptation', 'Action']"," The film starts with spoken exposition over the image of a map that establishes the location of the battle and how the two armies converged at Gettysburg. Confederate General Robert E. Lee and his Army of Northern Virginia are making an offensive through Pennsylvania to lure the Union Army of the Potomac into a decisive battle that will end the war. The narration states that Confederate President Jefferson Davis has prepared a letter of peace to be delivered to the desk of Abraham Lincoln once the Army of the Potomac has been destroyed somewhere outside of Washington. Early scenes depict actor-turned-spy Henry Thomas Harrison spotting Union cavalry. Shortly thereafter, Harrison locates a major body of Union infantry and, immediately, crosses the Confederate picket line in order to notify Lieutenant General James ""Pete"" Longstreet, the senior lieutenant general in the Confederate Army and second-in-command of the Army of Northern Virginia. Major General J.E.B. Stuart's cavalry, the “eyes” of Lee’s army, has gone off on raids without keeping in touch with Lee’s army. Meanwhile, U.S. Brig. Gen. John Buford and his cavalry division arrive at Gettysburg. Buford surmizes that if Lee's army is allowed access to the town, the Confederates might easily take a strong defensive position that could destroy the Army of the Potomac. Buford decides to deploy his division along Seminary Ridge in order to obstruct any Confederate advance on Gettysburg from the west. The day ends with Buford writing a letter to Maj. Gen. John Reynolds, commanding officer of the nearby Union I Corps infantry, inquiring if he should hold his position. Meanwhile, miles from Gettysburg, U.S. Colonel Joshua Chamberlain of the 20th Maine regiment is awakened and informed that his unit will be absorbing 120 recalcitrant members of another Maine regiment, the 2nd Maine. Orders state that it is within his power to have the rebellious men shot, if necessary. Chamberlain wins over all but six  of the soldiers with an inspirational speech.  Back in Gettysburg on July 1, the first day of battle, Buford's cavalry engages Henry Heth's division of A. P. Hill's corps; Heth had intended to lead his troops to Gettysburg to restock the Confederacy's dwindling shoe supply. Believing the forces at Gettysburg to be local militia, Heth engages Buford without first communicating with General Lee. Buford repels Heth's initial attacks, but Heth's superior numbers begin to tell. General Reynolds and the I Corps arrive to reinforce the position. Meanwhile Lee arrives on the field but is hesitant to commit the whole of Hill's Third Corps due to a lack of intelligence on the Army of the Potomac's position, given J.E.B. Stuart's lack of contact with the Army of Northern Virginia. Lee's only information on the enemy is what has been relayed to him by General Longstreet from Harrison's report. Union forces retake Seminary Ridge, but Reynolds, while leading the Iron Brigade into battle, is killed by a Confederate sharpshooter. Soon after Heth informs Lee that Union forces are being flanked by Lt. General Dick Ewell's corps advancing on Gettysburg from the north. Recognizing a tactical advantage, Lee gives the order for all forces to attack. Union forces, out-manned and flanked, begin to retreat, but a decisive Confederate victory is compromised when Ewell fails to follow through with orders to take the crucial strategic location of Cemetery Hill, allowing Union troops to rally in a strong defensive position. Confederate General Isaac Trimble, attached to Ewell's command, but disgusted by Ewell's inability to take the high ground of Cemetery Hill, reports to General Lee. Trimble asks to be removed from Ewell's command, but Lee informs the enraged Trimble that such action would not be necessary. At the end of the first day, one of Longstreet's division commanders, Maj. Gen. George Pickett, arrives at Longstreet's headquarters with his three brigade commanders, Gens. James Kemper, Richard B. Garnett and Lewis Armistead. The four meet with Gen. Longstreet and begin exchanging banter around the fireside with British Colonel Arthur Fremantle, who has been traveling with Lee's army as an observer. Armistead discusses with Longstreet his friendship with Union General Winfield Scott Hancock and his desire to meet with him. On the other side of the battlefield, at the center of the Union position south of the town, Hancock congratulates Buford on a hard fight on the first day. Hancock reflects on Reynolds's death and Armistead's whereabouts, to which Buford responds that Armistead is serving in Pickett's division. Hancock states that he would hate to meet Armistead again while still on opposite sides. After a moment of recollection, he again congratulates Buford and instructs him that he should reorganize his cavalry.  On the second day, Lee orders an attack on the Union left flank to be led by two divisions of Longstreet’s First Corps. The primary focus of the attack is to be on the treacherous terrain of Devil's Den and Little Round Top. John ""Sam"" Bell Hood, one of Longstreet's division commanders and a close friend tasked with flanking the Union forces, pleads with Longstreet to allow him to bypass Devil's Den and Little Round Top in favor of capturing the taller heights of the adjacent Big Round Top. However, Longstreet tells Hood that he has tried to argue much the same plan with Lee and that the commanding general will not accept an attack elsewhere on the field. Meanwhile, Chamberlain and the 20th Maine are deployed on Little Round Top as the furthermost left flank of the entire Federal line. When Devil’s Den falls, there is little to protect Chamberlain’s regiment. Chamberlain and the undersized 20th put up a valiant defense, repelling multiple Confederate charges, but his men become short on ammunition. Chamberlain orders a bayonet charge and the Confederate forces retreat in confusion, many being taken prisoner. Late that afternoon, Longstreet visits a severely wounded Hood in a field hospital. Longstreet informs Hood that they took Devil’s Den, but that they were unable to take Little Round Top. Hood again states that the Rebel attack should have taken Big Round Top. That evening, in Longstreet’s camp, General Armistead, believing he’s soon to see combat gives a package to Longstreet to be delivered to the wife of General Hancock in the event of Armistead's death. The package contains his personal Bible. Robert E. Lee meets with J.E.B. Stuart, who had finally returned that afternoon, but not in time to give Lee an advantage. Lee scolds Stuart, who attempts to resign, but Lee denies him and orders him to never leave Lee’s army blind again.  On the third and final day of combat, General Lee believes that the Federal line is weakest in the center and could be divided in two. Longstreet protests, but Lee, now confident that the Army of Northern Virginia is invincible, places Longstreet in charge of a frontal assault on the Union position on Cemetery Ridge with General Pickett’s division forming the center of the assault which would go on to be known as Pickett's Charge. Longstreet, not believing the attack will be successful from the beginning, orders for an extended artillery bombardment. However, the Confederates do not realize that their guns are overshooting the Union defenses, and in the process, the bombardment hardly does any damage to the Union center. When the bombardment ends, Pickett’s forces begin their advance. Immediately they fall under fire of the Union’s long-distance artillery. They make it to the Union line where numbers are further decreased by canister and the Union musket fire. Armistead, whose brigade was at the rear of Pickett’s forces, sees General Garnett’s horse riding off away from the line, its rider having been killed by an artillery round. This prompts Armistead to thrust his sword through his hat and rally his fellow Virginians to follow him. His rally is enough to penetrate a low stone wall near the Union line , but his force is too small, and Armistead is mortally wounded. All Confederate forces that broke the line would be killed or captured. General Kemper is wounded and captured, but rescued by Confederate troops. Thomas Chamberlain, Joshua's brother, encounters the mortally wounded Armistead, who asks to see his old friend Hancock. Chamberlain informs him that Hancock has been wounded as well. Armistead asks Chamberlain to tell Hancock that he sends his regrets and that he is very sorry. Chamberlain agrees to do this as Armistead begins to expire. Lee rides out to the remains of the retreating Confederate forces and declares that everything is all his fault. He orders a distraught General Pickett to reform his division to prepare for a possible counter attack, to which Pickett informs Lee that he has no division. The day, along with the battle, ends with a victorious North and Lee informing Longstreet of plans to fall back into Virginia beginning the next day, feeling that the Union forces would be unlikely to pursue on Independence Day. However, Lee's hypothesis proves false. The film ends with Chamberlain and his brother, Tom, hugging and in tears knowing that they both survived the battle. The last scene in the film shows three zouaves of the 72nd Pennsylvania with the Union flag against the sunset.",negative,Conflict,6.862,54269602.26796701,1990.0,True
865912,Ararat,2002,4718116.571910699,"['France', 'Canada']","['LGBT', 'Ensemble Film', 'Period piece', 'Drama', 'War film', 'Political drama']","Interrogated by a customs officer, a young man recounts how his life was changed during the making of a film about the Armenian genocide.",negative,Redemption,6.266,,2000.0,True
6984559,The Guns of Navarone,1961,297347430.0570176,"['United States of America', 'United Kingdom']","['Action', 'Drama', 'Adventure', 'War film']","In 1943, the Axis powers decide that a show of strength might bully neutral Turkey into joining them. Their target is 2,000 British soldiers marooned on the island of Kheros in the Aegean Sea. Rescue by the Royal Navy is impossible because of massive radar-directed guns on the nearby island of Navarone. Time is short, because the Germans are expected to launch an assault on the British forces. Efforts to destroy the guns by aerial bombing have proved fruitless. So that six destroyers can pick up the stranded men, Commodore Jensen  of Allied Intelligence gathers a team of commandos to sail to Navarone and destroy the guns. Led by Major Roy Franklin , they are Captain Keith Mallory , renowned mountaineer; Colonel Andrea Stavrou , from the defeated Greek army; Franklin's best friend Corporal Miller , a former University Chemistry teacher and explosives expert; Greek-American Spyros Pappadimos , a native of Navarone; and ""Butcher"" Brown , an engineer and expert knife fighter. Disguised as Greek fishermen on a decrepit boat, they sail across the Aegean Sea. They are intercepted by a German boat and boarded. They attack and kill all the Germans and sink the patrol boat. During the remainder of the voyage, Mallory confides to Franklin that Andrea has sworn to kill him after the war, because he was inadvertently responsible for the deaths of Andrea's wife and children. In a violent storm, the ship is wrecked and they lose part of their equipment but still manage to land on the island. Led by Mallory, who was recruited for his climbing skills, they scale the ""unclimbable"" cliff. But Franklin is badly injured; the injury later becoming infected with gangrene. They find that the cliff is, in fact, guarded after all. Miller suggests that they leave Franklin to be ""well cared for"" by the enemy. Mallory, who assumes command of the mission, feels that Franklin would be forced to reveal their plans, so he orders two men to carry the injured man on a stretcher. Franklin tries to commit suicide, but Mallory lies to him, saying that their mission has been ""scrubbed"" and that a major naval attack will be mounted on the side of the island opposite the gun emplacement. They rendezvous with local resistance fighters, Spyros's sister Maria  and her friend Anna , who was captured, tortured, and escaped. She was so traumatized that she cannot speak and will not allow even Maria to see her scars. The mission is continually dogged by German soldiers, and the group is captured by Oberleutnant Muesel  in the town of Mandrakos, when they try to find a doctor for Franklin. Muesel and Hauptsturmführer Sessler  of the SS fail to persuade the saboteurs to tell them where Miller's explosives are. Andrea pretends to grovel and beg for mercy, which surprises the Germans, allowing the group to overpower their captors. They escape in German uniform but leave Franklin behind to receive medical attention. In due course, Franklin is injected with scopolamine and gives up the false ""information"", as Mallory had hoped. German units are deployed in the direction of the supposed invasion point, away from the guns. Miller discovers that most of his explosives have been rendered useless and deduces that Anna is the saboteur. It transpires that she is not mute after all and was only threatened with torture but agreed to become an informer in exchange for her release. She pleads that she was coerced; but Miller, bitter about the way that Mallory has ""abandoned"" Franklin, insists she must be silenced. While the men hem and haw at the thought of killing an unarmed woman, it is Maria who shoots her dead. The team splits up: Mallory and Miller go for the guns, while Andrea and Pappadimos create a distraction in the town; Maria and Brown are assigned to steal a boat for their escape. Mallory and Miller make their way to the heavily fortified gun emplacements. Locking the main entrance behind them—which sets off an alarm—Miller sets obvious explosives on the guns and hides more below an elevator leading to the guns. The Germans cut through the thick emplacement doors, as Mallory and Miller make their escape by diving into the sea, reaching the stolen boat. Pappadimos and Brown are dead, and Andrea is wounded. Mallory saves him, pulling him into the boat; thus voiding the ""blood feud"" between them. The Allied destroyers appear on schedule. The Germans find the explosives planted on the guns and begin to fire on the passing Allied flotilla. The first salvo falls short. The second brackets the lead ship. However, just as the guns are prepared to fire again, the elevator descends low enough to trigger the hidden explosives. The guns and fortifications are destroyed in a spectacular explosion that Franklin hears from his hospital bed. As the ruined guns fall into the sea, the destroyers sound off their horns in celebration. Andrea, who has fallen in love with Maria, decides to return to Navarone with her. Mallory and Miller observe the aftermath of the destruction from a destroyer.",negative,Courage,7.308,61733030.46166454,1960.0,True
401839,"Good bye, Lenin!",2003,134379725.2971914,['Germany'],"['World cinema', 'Drama', 'Comedy', 'War film', 'Political cinema', 'Romance Film']","In a prologue, Alex Kerner  recalls as a child in 1978 how proud he was along with his countrymen when the first German to enter space, Sigmund Jähn, came from East Germany . The remainder of the film is set in East Berlin, spanning from October 1989 to just after German reunification a year later. Alex lives with his sister, Ariane , his mother, Christiane , and Ariane's infant daughter, Paula. His father fled to the West in 1978, apparently abandoning the family. In his absence, Christiane has become an ardent idealist and supporter of the ruling Socialist Unity Party of Germany . Alex takes part in an an anti-government demonstration, where he meets a girl by chance, but they are separated by the riot police before they could properly introduce themselves. When Christiane sees Alex being arrested, she suffers a near-fatal heart attack and falls into a coma. The police ignore Alexander's plea to assist his mother, instead releasing him later that evening to go and see her. While visiting his mother at the hospital, Alex again meets the girl from the demonstration, who is revealed to be Lara , a young nurse from the Soviet Union taking care of his mother. Alex becomes smitten with her and asks her out. The two soon begin dating and develop a close bond. Shortly afterward, the Berlin Wall falls. In that time, capitalism comes to East Berlin, and Alex loses his job before ""winning"" a new position in a lottery to install satellite dishes with West Berlin resident Denis Domaschke , an aspiring filmmaker with whom Alex quickly becomes good friends, while Ariane leaves university to work at a Burger King drive-through. After eight months, Christiane awakes, but is severely weakened both physically and mentally. Her doctor asserts that any shock might cause another, possibly fatal, heart attack. Alex realises that the discovery of recent events would be too much for her to bear, and so sets out to maintain the illusion that things are as before in the German Democratic Republic. To this end, he, Ariane and Lara revert from the gaudy decor of the west to the drab decor they previously had in the bedroom of their mother  in the family apartment, dress in their old clothes, and feed Christiane new Western produce from old-labeled jars. Their deception is successful, albeit increasingly complicated and elaborate. Christiane occasionally witnesses strange occurrences, such as a gigantic Coca-Cola advertisement banner unfurling on a building outside the apartment. With Denis' help, Alex edits old tapes of East German news broadcasts and creates fake reports on TV  to explain these odd events. As the old news shows were fairly predictable, and Christiane's memory is vague, she is initially fooled. Christiane eventually gains strength and wanders outside one day while Alex is asleep. She sees all her neighbours' old furniture piled up in the street for garbage collection and advertisements for Western corporations. She also sees an old statue of Lenin being flown away by an Mi 8 helicopter, which seems to reach out to her. However, Alex and Ariane quickly find her, take her home, and show her a fake special report that East Germany is now accepting refugees from the West following a severe economic crisis there. Christiane, initially skeptical, finally decrees that as good Socialists, they should open their home to these newcomers. The family decides to go to their dacha at Christiane's suggestion. While they are there along with Lara and Ariane's new Western boyfriend, Rainer , Christiane reveals her own secret; her husband had fled because the Party had been increasingly oppressing him, and the plan had been for the rest of the family to join him in West Berlin. However, Christiane, fearing the government would take away Alex and Ariane if things went wrong, chose to stay in the East. She has come to regret the decision over time. Christiane relapses shortly afterward and is taken back to the hospital. After meeting his father, Robert , for the first time in years, Alex convinces him to meet Christiane again. Under pressure to reveal the truth about the fall of the East, Alex creates a final fake news segment, convincing a taxi driver whom he believes to be Sigmund Jähn to act in the false news report as the new leader of East Germany and to give a speech promising to make a better future including opening the borders to the West. However, Alex is unaware that Christiane had already been informed of the situation the nation was going through by Lara earlier the same day. She reacts fondly to her son's effort, without telling him she had already acknowledged what had happened in the past few months. Christiane dies peacefully two days later: she outlives the GDR, passing away three days after full official German reunification. Alex, Ariane, Lara and Denis scatter her ashes in the wind  using an old toy rocket Alex had made with his father during his childhood.",positive,Illusion,,,2000.0,True
75270,The Outlaw Josey Wales,1976,179588036.12180334,['United States of America'],"['Action/Adventure', 'Revisionist Western', 'Western', 'War film']","Josey Wales, a Missouri farmer, is driven to revenge by the murder of his wife and son by a band of pro-Union Jayhawkers—Senator James H. Lane's Redlegs from Kansas. Wales joins a group of pro-Confederate Missouri Bushwhackers led by William T. Anderson. At the conclusion of the war, Captain Fletcher persuades the guerrillas to surrender, saying they have been granted amnesty. Wales refuses to surrender. As a result, he and one young man are the only survivors when Captain Terrill's Redlegs massacre the surrendering men. Wales intervenes and guns down several Redlegs with a Gatling gun. Senator Lane puts a $5,000 bounty on Wales, who is now on the run from Union militia and bounty hunters. Along the way, despite wishing to be left alone, he accumulates a diverse group of companions. They include an old Cherokee named Lone Watie, a young Navajo woman, and an elderly woman from Kansas and her granddaughter Wales rescued from Comancheros. In Texas, Wales and his companions are cornered in a ranch house which is fortified to withstand Indian raids. The Redlegs attack but are gunned down by the defenders. Wales, despite being out of ammunition, pursues the fleeing Captain Terrill on horseback. When he catches him, Wales dry fires his pistols through all twenty–four empty chambers before stabbing Terrill with his own cavalry sword. At the bar in Santa Rio, a wounded Wales finds Fletcher with two Texas Rangers. The locals at the bar, who refer to Wales as ""Mr. Wilson,"" tell the Rangers that Wales was killed in a shoot-out in Monterrey, Mexico. The Rangers accept this story and move on. Fletcher refuses to believe that Wales is dead. He says that he will go to Mexico and look for Wales himself. Seeing the blood dripping on Wales's boot, Fletcher says that he will give Wales the first move, because he ""owes him that."" Wales rides off.",negative,Revenge,7.5,20895463.322348177,1970.0,True
24851820,5 Days of War,2010,415401.1121300883,['United States of America'],"['Thriller', 'Political thriller', 'Action/Adventure', 'Drama', 'War film', 'Action']","The film starts with a brief scene in Iraq where the Georgian contingent of the coalition forces saves the life of an American reporter Thomas Anders . After Anders loses one of his colleagues  in Iraq, he returns to Los Angeles but soon goes to Georgia on the advice of some of his friends in Tbilisi, who suspect that a large conflict is brewing. He, along with his cameraman Sebastian Ganz , delve deeper into Georgian life as conflict escalates and they get caught in the crossfire when an air raid strikes a local wedding they stumble upon. With members of the wedding party , and the help of a Georgian soldier  who had earlier saved them in Iraq, their mission becomes getting their footage of an atrocity by Russian irregulars out of the country. But they find themselves faced with international apathy due to the opening of the 2008 Olympic Games. Their flight leads them to the Battle of Gori. The film ends with a long series of testimonials from Georgian citizens who lost family members during the conflict; and explaining that despite promises to the contrary, Russian forces still occupy the territory living many people in Georgia displaced whose homes are either occupied or permanently destroyed.",negative,Conflict,,,2010.0,True
7236362,Battle Hymn,1956,44330133.21882324,['United States of America'],"['Period piece', 'Biography', 'Drama', 'Biopic [feature]', 'War film']","Prior to the attack on Pearl Harbor, Hess was a minister in Ohio. The attack prompts him to become a fighter pilot. Hess had accidentally dropped a bomb on an orphanage in Germany during World War II, killing 37 orphans. At the start of the Korean War, he volunteers to return to the cockpit and is assigned as the senior USAF advisor/Instructor Pilot to the Republic of Korea Air Force, flying F-51D Mustangs. As he and his cadre of USAF instructors train the South Korean pilots, several orphaned war refugees gather at the base, and he solicits the aid of two Korean adults  and establishes a shelter for the orphans. When the Communists begin an offensive in the area, Hess evacuates the orphans on foot and then later, after much struggle with higher headquarters, obtains an airlift of USAF cargo planes to evacuate them to the island of Cheju where a more permanent orphanage is established.",negative,Redemption,,,1950.0,True
